nr	PrisPerLiter	fyllighet	stravhet	fruktsyra	Namn	desc	Forpackning
650601	Kevin Arnold	286.67	10	9	9	Fruktig, nyanserad smak med rostad fatkaraktär, inslag av  björnbär, inslag av plommon, inslag av kaffe, inslag av mörk choklad och ceder..	Flaska
278801	Viña Albali	105.33	7	8	9	Utvecklad, kryddig smak med fatkaraktär, inslag av mörka bär, inslag av lakrits, inslag av tobak, inslag av kakao, inslag av vanilj	Flaska
226201	La Bastide Blanche	252.00	9	10	10	Nyanserad smak med fatkaraktär, inslag av björnbär, inslag av mörka körsbär, inslag av peppar, inslag av kakao, inslag av rosmarin, inslag av blåbär, inslag av lagerblad	Flaska
1234302	A	290.67	10	9	9	Kryddigt, smakrikt vin med fatkaraktär, inslag av russin, inslag av katrinplommon, inslag av choklad, inslag av pinjenötter, inslag av pomerans, inslag av vanilj	Flaska
1234301	A	265.33	10	9	9	Kryddigt, smakrikt vin med fatkaraktär, inslag av russin, inslag av katrinplommon, inslag av choklad, inslag av pinjenötter, inslag av pomerans, inslag av vanilj	Flaska
2230001	Fontanafredda Ebbio	158.67	7	9	10	Kryddig smak med fatkaraktär, inslag av körsbär, inslag av kanel, inslag av hallon, inslag av ceder, inslag av salvia, inslag av vanilj, inslag av lakrits	Flaska
273701	Finca el Puig	278.67	10	10	10	Nyanserad, kryddig smak med rostad fatkaraktär, inslag av plommon, inslag av björnbär, inslag av kokos, inslag av ceder och mörk choklad.	Flaska
3245202	Raccolto	133.33	9	8	9	Mycket fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av björnbär, inslag av örter, inslag av kaffe, inslag av vanilj	Flaska
1235702	Brunello di Montalcino	424.00	9	9	10	Nyanserad, utvecklad smak med fatkaraktär, inslag av russin, inslag av ceder, inslag av torkade tranbär, inslag av kakao, inslag av nypon, inslag av kanel, inslag av salvia	Flaska
279601	Husets Röda	69.00	4	4	8	Bärig smak med liten sötma, inslag av skogsbär, inslag av gräs	Papp
280002	Delas Les Launes	210.67	9	9	9	Nyanserad, kryddig smak med inslag av fat, inslag av björnbär, inslag av blåbär, inslag av lavendel, inslag av svartpeppar, inslag av hallon, inslag av charkuterier, inslag av lagerblad	Flaska
357001	Château de Seguin	185.33	8	8	9	Fruktig smak med rostad fatkaraktär, inslag av svarta vinbär, inslag av plommon, inslag av kaffe, inslag av choklad, inslag av örter	Flaska
464708	Taverna d'El Rei	63.00	7	7	9	Fruktig smak med inslag av blåbär, inslag av viol, inslag av lakrits, inslag av kryddor, inslag av körsbär	Box
279201	Altos d'Oliva	105.33	9	8	9	Utvecklad, kryddig smak med fatkaraktär, inslag av torkade körsbär, inslag av plommon, inslag av nougat, inslag av svarta vinbär, inslag av kryddnejlika, inslag av kaffe	Flaska
232901	Vacqueyras	198.67	9	9	9	Nyanserad, kryddig smak med inslag av fat, inslag av björnbär, inslag av viol, inslag av plommon, inslag av lagerblad, inslag av lakrits, inslag av svartpeppar, inslag av hallon	Flaska
244301	Borgogno Barolo	398.67	9	11	11	Komplex, kryddig, något utvecklad smak med inslag av fat, inslag av torkade körsbär, inslag av oregano, inslag av kanel, inslag av tobak, inslag av bergamott, inslag av rosor	Flaska
235401	Tsantali Naoussa	133.33	9	9	10	Kryddig, nyanserad smak med fatkaraktär, inslag av korinter, inslag av lagerblad, inslag av choklad, inslag av kanel, inslag av körsbär, inslag av peppar och tobak..	Flaska
274401	Carodorum	132.00	10	10	10	Smakrikt, fruktigt vin med fatkaraktär, inslag av plommon, inslag av svartpeppar, inslag av mörka körsbär, inslag av mörk choklad, inslag av färska örter, inslag av ceder, inslag av kaffe	Flaska
2235002	Tommasi	413.33	10	9	9	Kryddig, nyanserad smak med liten sötma, inslag av fat, inslag av torkade körsbär, inslag av romrussin, inslag av nötter, inslag av vanilj, inslag av choklad	Flaska
3241201	Allegro	113.33	7	6	9	Mycket fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av färska örter, inslag av skogsbär, inslag av vanilj	Flaska
655601	Trio	105.33	9	8	9	Generöst fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av blåbär, inslag av peppar, inslag av plommon, inslag av örter, inslag av lakrits	Flaska
510601	Morgon	145.33	5	5	9	Bärig, ungdomlig smak med inslag av skogshallon, inslag av slånbär, inslag av lakrits, inslag av viol	Flaska
512301	Masi Campofiorin	166.67	7	7	10	Kryddig smak med inslag av fat, inslag av körsbär, inslag av korinter, inslag av blåbär, inslag av choklad, inslag av tranbär	Flaska
669001	7 Deadly Zins	198.67	10	8	9	Generöst fruktig smak med rostad fatkaraktär, inslag av drottningsylt, inslag av choklad, inslag av kryddnejlika, inslag av vanilj	Flaska
669401	Irony	198.67	6	5	9	Kryddig, nyanserad smak med fatkaraktär, inslag av jordgubbar, inslag av pomerans, inslag av muskot, inslag av kanel	Flaska
256001	Periquita	132.00	8	8	10	Kryddig, mycket fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av kakao, inslag av mynta, inslag av kaffe, inslag av vanilj	Flaska
239301	Musella	172.00	5	5	10	Bärig, något kryddig smak med inslag av fat, inslag av körsbär, inslag av salvia, inslag av lingon, inslag av kanel	Flaska
218002	Troppo	130.67	6	6	9	Kryddig smak med inslag av fat, inslag av körsbär, inslag av plommon, inslag av kryddnejlika, inslag av lakrits	Flaska
3241701	Villa Puccini	118.67	8	8	9	Kryddig, nyanserad smak med fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av kaffe, inslag av vanilj, inslag av örter	Flaska
2232001	Bolla Le Poiane	158.67	8	8	10	Kryddig, nyanserad smak med inslag av fat, inslag av mörka körsbär, inslag av örter, inslag av pomerans, inslag av kanel, inslag av choklad	Flaska
540801	Beaujolais Royal	105.33	3	3	9	Bärig smak med inslag av skogsbär och färska örter.	Flaska
540802	Beaujolais Royal	122.67	3	3	9	Bärig smak med inslag av skogsbär och färska örter.	Flaska
542101	La Vignée	158.67	4	4	10	Bärig smak med inslag av hallon, inslag av lingon och färska örter.	Flaska
547501	Bourgogne Rouge	158.67	4	4	9	Bärig smak med inslag av skogshallon, inslag av jordgubbar, inslag av lingon, inslag av örter	Flaska
547502	Bourgogne Rouge	184.00	4	4	9	Bärig smak med inslag av skogshallon, inslag av jordgubbar, inslag av lingon, inslag av örter	Flaska
253401	8 Keys	158.67	10	9	9	Nyanserad, fruktig smak med tydlig fatkaraktär, inslag av mörka körsbär, inslag av peppar, inslag av björnbär, inslag av choklad, inslag av plommon, inslag av kaffe, inslag av lagerblad, inslag av vanilj	Flaska
7083801	Buena Vista	158.67	9	8	9	Mycket fruktig smak med fatkaraktär, inslag av björnbär, inslag av blåbär, inslag av vanilj, inslag av choklad, inslag av plommon, inslag av kokos	Flaska
274001	Amarone della Valpolicella	253.33	10	9	10	Kryddig, utvecklad smak med fatkaraktär, inslag av russin, inslag av plommon, inslag av kakao, inslag av pinjenötter, inslag av vanilj	Flaska
3236408	Mauro	73.00	7	7	9	Mycket fruktig smak med inslag av fat, inslag av blåbär, inslag av björnbär, inslag av vanilj	Box
601801	Côtes-du-Rhône	105.33	7	6	9	Kryddig smak med inslag av björnbär, inslag av viol, inslag av peppar, inslag av lakrits	Flaska
426101	Castelo	93.33	8	8	10	Kryddig smak med inslag av fat, inslag av mörka körsbär, inslag av örter, inslag av blåbär, inslag av peppar, inslag av kanel, inslag av lakrits	PET-flaska
450001	Saint Auriol Chatelaine	153.33	10	10	10	Smakrikt, fruktigt, kryddigt vin med fatkaraktär, inslag av björnbär, inslag av vitpeppar, inslag av örter, inslag av plommon, inslag av choklad, inslag av kaffe	Flaska
450002	Saint Auriol Chatelaine	173.33	10	10	10	Smakrikt, fruktigt, kryddigt vin med fatkaraktär, inslag av björnbär, inslag av vitpeppar, inslag av örter, inslag av plommon, inslag av choklad, inslag av kaffe	Flaska
3215301	Claude Val Rouge	92.00	5	5	9	Ungdomlig, bärig smak med inslag av skogsbär, inslag av lakrits, inslag av peppar, inslag av örter	Flaska
236901	Cafê Culture	105.33	8	7	9	Smakrikt vin med påtaglig karaktär av rostade ekfat, inslag av kaffekaramell, inslag av mjölkchoklad, inslag av mörka bär, inslag av vanilj	Flaska
207208	Umbala	63.00	8	7	9	Mycket fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av lakrits, inslag av skogshallon, inslag av rosmarin, inslag av peppar	Box
7448001	Marimar Estate	572.00	7	6	9	Kryddig, fruktig smak med fatkaraktär, inslag av mogna jordgubbar, inslag av körsbär, inslag av kanel, inslag av pomerans, inslag av sandelträ, inslag av kaffe	Flaska
4233401	La Grola	252.00	8	8	9	Nyanserad, kryddig smak med fatkaraktär, inslag av svarta vinbär, inslag av mörka körsbär, inslag av basilika, inslag av choklad	Flaska
7464601	Beringer	305.33	10	10	10	Mycket fruktig, nyanserad smak med fatkaraktär, inslag av svarta vinbär, inslag av kaffe, inslag av mörka körsbär, inslag av choklad, inslag av mynta, inslag av vanilj	Flaska
650401	Raza	118.67	9	8	9	Generöst fruktig smak med fatkaraktär, inslag av plommon, inslag av björnbär, inslag av mjölkchoklad, inslag av blåbär, inslag av kryddor, inslag av vanilj	Flaska
381401	Les Hauts de Granget	238.67	9	10	10	Fruktig, stram smak med karaktär av rostade ekfat, inslag av svarta vinbär, inslag av korinter, inslag av tobak, inslag av kaffe, inslag av kakao	Flaska
1200201	Allesverloren	180.00	9	8	9	Kryddig smak med fatkaraktär, inslag av björnbär, inslag av plommon, inslag av kanel, inslag av mörka körsbär, inslag av choklad, inslag av kaffe	Flaska
234506	Masi	399.33	10	10	10	Nyanserad smak med fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av örter, inslag av sandelträ, inslag av romrussin, inslag av och kakao.	Magnum
1267901	Lat 42	145.33	8	8	9	Mogen, kryddig smak med fatkaraktär, inslag av torkade körsbär, inslag av plommon, inslag av dill, inslag av choklad, inslag av tobak, inslag av vanilj	Flaska
278408	Zafrica	66.22	6	5	9	Bärig smak med liten sötma, inslag av fat, inslag av blåbär, inslag av lakrits, inslag av körsbär, inslag av rosmarin	Box
271801	Campos de Luz	78.67	5	4	9	Bärig smak med inslag av björnbär, inslag av blåbär, inslag av kryddor, inslag av jordgubbar	Flaska
3220501	il Nostro	92.00	6	6	9	Mycket fruktig smak med inslag av björnbär, inslag av kryddor, inslag av hallon, inslag av lakrits	Flaska
1232401	Zenato	265.33	9	8	9	Kryddig smak med fatkaraktär, inslag av mörka bär, inslag av plommon, inslag av kryddnejlika, inslag av choklad, inslag av peppar	Flaska
7552701	Scaia	145.33	7	7	9	Kryddig, utvecklad smak med inslag av fat, inslag av torkade körsbär, inslag av kryddnejlika, inslag av mogna jordgubbar, inslag av pinjenötter	Flaska
7520701	Les Sinards	398.67	9	8	9	Nyanserad, kryddig smak med inslag av fat, inslag av hallon, inslag av lagerblad, inslag av körsbär, inslag av peppar, inslag av lakritsrot	Flaska
280001	Delas Les Launes	212.00	9	9	9	Nyanserad, kryddig smak med inslag av fat, inslag av björnbär, inslag av blåbär, inslag av lavendel, inslag av svartpeppar, inslag av hallon, inslag av charkuterier, inslag av lagerblad	Flaska
659101	Tapiz	172.00	9	9	9	Generöst fruktig smak med rostad fatkaraktär, inslag av björnbär, inslag av plommon, inslag av lakrits, inslag av choklad	Flaska
662007	Santa Inés	106.00	7	7	9	Mycket fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av lakrits, inslag av kakao, inslag av örter	Box
206202	Robertson	120.00	7	6	9	Fruktig, aningen rökig smak med inslag av fat, inslag av mörka bär, inslag av rosmarin, inslag av peppar, inslag av vanilj	Flaska
601001	Allegrini	158.67	9	8	9	Nyanserad, kryddig smak med inslag av fat, inslag av mörka bär, inslag av lakrits, inslag av choklad, inslag av vanilj	Flaska
533301	Cape Heights	65.00	5	5	9	Bärig smak med inslag av svarta vinbär, inslag av blåbär, inslag av lakrits	Papp
687308	Chill Out	69.67	5	4	9	Bärig smak med inslag av svarta vinbär, inslag av björnbär, inslag av viol, inslag av sötlakrits	Box
1212601	Beronia	126.67	6	6	9	Kryddig smak med fatkaraktär, inslag av mörka körsbär, inslag av blåbär, inslag av nougat, inslag av kryddnejlika	Flaska
256501	Cigarra	92.00	7	7	9	Kryddig smak med inslag av fat, inslag av torkade körsbär, inslag av kanel, inslag av choklad, inslag av lagerblad	Flaska
2655401	Ecologica El Condor	100.00	7	6	8	Fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av björnbär, inslag av peppar, inslag av choklad	Flaska
626701	Xavier	332.00	10	9	9	Nyanserad, kryddig, fruktig smak med fatkaraktär, inslag av viol, inslag av jordgubbar, inslag av körsbär, inslag av vitpeppar och mörk choklad.	Flaska
282502	Les Remparts des Ceps Dorés	152.00	9	8	9	Fruktig, kryddig smak  med inslag av fat, inslag av mörka bär, inslag av peppar, inslag av lagerblad, inslag av blåbär, inslag av lakrits	Flaska
1651002	Viña Maipo	98.67	6	6	9	Ungdomlig, fruktig smak med inslag av svarta vinbär, inslag av hallon, inslag av lakrits, inslag av örter	Flaska
2265304	Åkesson	100.00	5	4	8	Bärig smak med inslag av muskot, inslag av körsbär	Papp
7575106	Le Volte	299.33	10	9	9	Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av örter, inslag av mörka körsbär, inslag av kakao, inslag av kaffe, inslag av ceder	Magnum
1646008	Lindemans	79.67	6	6	9	Mycket fruktig smak med inslag av svarta vinbär, inslag av sötlakrits, inslag av hallon	Box
219401	Fox Creek	160.00	10	8	9	Generöst fruktig smak med fatkaraktär, inslag av björnbär, inslag av svartvinbärssylt, inslag av mintchoklad, inslag av vanilj, inslag av kaffe	Flaska
2228301	Cline	132.00	7	5	8	Generöst fruktig smak med inslag av skogsbär, inslag av mogna jordgubbar, inslag av mynta, inslag av vanilj	Flaska
679201	Campolieti	153.33	8	7	9	Kryddig smak med fatkaraktär, inslag av mörka körsbär, inslag av russin, inslag av choklad, inslag av kaffe, inslag av kanel, inslag av vanilj	Flaska
1639401	Stoneleigh	158.67	5	5	10	Kryddig, nyanserad smak med rostad fatkaraktär, inslag av jordgubbar, inslag av ingefära, inslag av körsbär, inslag av örter, inslag av nougat	Flaska
652001	McManis	145.33	10	8	9	Generöst fruktig smak med tydlig fatkaraktär, inslag av blåbär, inslag av vanilj, inslag av björnbär, inslag av choklad, inslag av kaffe, inslag av mynta	Flaska
203402	Kleine Zalze	130.67	8	8	9	Mycket fruktigt, något rökig smak med fatkaraktär, inslag av björnbär, inslag av hallon, inslag av tobak, inslag av viol, inslag av lakrits	Flaska
651801	Cameleon	118.67	8	8	9	Fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av björnbär, inslag av choklad, inslag av lagerblad, inslag av vanilj	Flaska
3245201	Raccolto	129.33	9	8	9	Mycket fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av björnbär, inslag av örter, inslag av kaffe, inslag av vanilj	Flaska
221401	Lirac	153.33	8	7	9	Kryddig smak med inslag av hallon, inslag av lavendel, inslag av blåbär, inslag av rosépeppar, inslag av lagerblad, inslag av örter	Flaska
2229708	Appasanto	59.67	7	7	9	Fruktig smak med inslag av fat, inslag av körsbär, inslag av lakrits, inslag av viol, inslag av vanilj	Box
667001	Alamos	132.00	8	8	9	Kryddig smak med fatkaraktär, inslag av mörka körsbär, inslag av kanel, inslag av jordgubbar, inslag av kryddpeppar, inslag av vanilj	Flaska
533701	Barbaresco	225.33	9	10	10	Kryddig, nyanserad smak med inslag av fat, inslag av torkade körsbär, inslag av tobak, inslag av nypon, inslag av svarta oliver, inslag av kakao, inslag av kanel	Flaska
7368401	Il Segreto	145.33	8	7	9	Fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av mintchoklad, inslag av kaffe, inslag av kanel	Flaska
7487101	Vivaldi	118.67	5	4	10	Bärig smak med inslag av blåbär, inslag av muskot, inslag av hallon, inslag av örter	Flaska
399201	Erath	252.00	6	6	9	Kryddig, nyanserad smak med fatkaraktär, inslag av jordgubbar, inslag av körsbär, inslag av nougat, inslag av pomerans, inslag av örter, inslag av kaffe	Flaska
450101	Plan B!	132.00	10	9	9	Nyanserad, kryddig smak med fatkaraktär, inslag av körsbär, inslag av rökta charkuterier, inslag av björnbär, inslag av viol, inslag av ceder, inslag av peppar	Flaska
217001	Navarro Correas	132.00	9	8	9	Mycket fruktig, nyanserad smak med fatkaraktär, inslag av plommon, inslag av mörk choklad, inslag av viol, inslag av blåbär, inslag av örter, inslag av vanilj	Flaska
217002	Navarro Correas	157.33	9	8	9	Mycket fruktig, nyanserad smak med fatkaraktär, inslag av plommon, inslag av mörk choklad, inslag av viol, inslag av blåbär, inslag av örter, inslag av vanilj	Flaska
210301	1865 Pinot Noir	198.67	5	4	10	Nyanserad, kryddig smak med fatkaraktär, inslag av jordgubbar, inslag av nougat, inslag av lingon, inslag av sandelträ, inslag av blodapelsin, inslag av peppar	Flaska
538001	Küdaw Nativo	158.67	6	5	9	Nyanserad, bärig smak med inslag av blåbär, inslag av körsbär, inslag av färska örter, inslag av svartpeppar, inslag av skogshallon, inslag av lakrits	Flaska
537001	Pampa Mía	197.33	10	10	10	Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av mynta, inslag av fikon, inslag av viol, inslag av peppar, inslag av kakao, inslag av lakrits	Flaska
7584001	Biferno Rosso Riserva	145.33	9	9	10	Kryddig smak med fatkaraktär, inslag av körsbär, inslag av mörk choklad, inslag av svartpeppar, inslag av örter	Flaska
7337901	Le Passole	132.00	9	7	9	Fruktig smak med fatkaraktär, inslag av katrinplommon, inslag av choklad, inslag av fikon, inslag av kaffe, inslag av körsbär, inslag av vanilj	Flaska
2229901	Domaine Lalande Réserve	100.00	6	6	9	Fruktig smak med inslag av svarta vinbär, inslag av plommon, inslag av örter	Flaska
2900202	Allesverloren	184.00	7	7	9	Fruktig smak med fatkaraktär, inslag av björnbär, inslag av lagerblad, inslag av sötlakrits, inslag av peppar, inslag av kaffe	Flaska
2246701	Piccini	113.33	5	5	9	Bärig smak med inslag av körsbär, inslag av lingon, inslag av kryddor	Flaska
3222401	Zenato	197.33	9	8	9	Fruktig smak med fatkaraktär, inslag av plommon, inslag av mörka körsbär, inslag av choklad, inslag av kryddor, inslag av salvia	Flaska
7916701	Tommolo Organic	92.00	7	7	10	Kryddig smak med inslag av körsbär, inslag av kanel, inslag av korinter och torkade örter.	Flaska
1638101	Peter Lehmann Portrait Barossa	180.00	10	9	9	Mycket fruktig smak med fatkaraktär, inslag av björnbär, inslag av svarta vinbär, inslag av lakrits, inslag av svartpeppar, inslag av hallon, inslag av lagerblad, inslag av vanilj	Flaska
7249708	Casa Marrone	96.33	8	5	9	Generöst fruktig smak med fatkaraktär, inslag av plommon, inslag av körsbär, inslag av choklad, inslag av smörkola	Box
7950701	Borgi	132.00	7	7	8	Fruktig smak med liten sötma, inslag av fat, inslag av drottningsylt, inslag av mintchoklad, inslag av vanilj	Flaska
7527301	La Bella Barbera	132.00	5	4	10	Bärig smak med inslag av mörka körsbär, inslag av blåbär, inslag av örter, inslag av skogshallon	Flaska
212401	Prohibition	132.00	10	9	9	Generöst fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av lakrits, inslag av kakao, inslag av nötter, inslag av plommon, inslag av örter	Flaska
222301	Brutocao	252.00	10	9	9	Mycket fruktig, nyanserad smak med fatkaraktär, inslag av svarta vinbär, inslag av hallon, inslag av ceder, inslag av mörka körsbär, inslag av kaffe, inslag av kakao, inslag av örter	Flaska
284301	Château Charmail	252.00	10	9	9	Nyanserad smak med rostad fatkaraktär, inslag av plommon, inslag av tobak, inslag av fikon, inslag av svarta vinbär, inslag av kaffe	Flaska
209001	Côte-Rôtie Les Jumelles	505.33	10	9	9	Komplex, kryddig smak med fatkaraktär, inslag av katrinplommon, inslag av lagerblad, inslag av lakrits, inslag av kryddpeppar, inslag av björnbär, inslag av charkuterier, inslag av hallon	Flaska
210701	Irpinia Aglianico	132.00	9	10	10	Smakrikt vin med inslag av fat, inslag av mörka körsbär, inslag av kryddnejlika, inslag av katrinplommon, inslag av svarta oliver, inslag av lakrits, inslag av tjära	Flaska
202501	Colline Novaresi Nebbiolo	132.00	7	8	9	Nyanserad, kryddig smak med inslag av fat, inslag av nypon, inslag av rosor, inslag av torkade körsbär, inslag av multna löv, inslag av nötter, inslag av pomerans	Flaska
202701	Nederburg	118.67	8	9	9	Fruktig, nyanserad smak med fatkaraktär, inslag av björnbär, inslag av kaffe, inslag av plommon, inslag av ceder, inslag av lakrits	Flaska
201301	Fairview	158.67	10	9	9	Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av peppar, inslag av plommon, inslag av ceder, inslag av mörka körsbär, inslag av kaffe	Flaska
211808	Pieter Carstens	79.67	9	7	9	Mycket fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av björnbär, inslag av mjölkchoklad, inslag av lakrits, inslag av örter	Box
7081201	Langhe Nebbiolo	158.67	8	10	10	Kryddig, nyanserad smak med inslag av fat, inslag av körsbär, inslag av kryddnejlika, inslag av hallon, inslag av kanel, inslag av lingon, inslag av nötter, inslag av pomerans	Flaska
7543201	Zonnebloem	133.33	6	5	9	Bärig smak med inslag av skogshallon, inslag av färska örter, inslag av lakrits, inslag av jordgubbar	Flaska
202901	Morellino di Scansano Riserva	198.67	9	9	9	Nyanserad, utvecklad smak med rostad fatkaraktär, inslag av korinter, inslag av tobak, inslag av choklad, inslag av kaffe, inslag av kanel, inslag av nougat	Flaska
7365101	Esprit Barville	145.33	8	7	9	Kryddig smak med inslag av björnbär, inslag av muskot, inslag av torkade körsbär, inslag av vitpeppar, inslag av lagerblad	Flaska
200108	Foot of Africa	69.67	8	7	9	Mycket fruktig smak med inslag av fat, inslag av björnbär, inslag av peppar, inslag av plommon, inslag av örter, inslag av lakrits	Box
3222801	Selvarossa	105.33	8	6	9	Kryddig smak med liten sötma, inslag av fat, inslag av körsbär, inslag av korinter, inslag av vanilj, inslag av kryddpeppar	Flaska
3243101	Boira'	126.67	7	6	10	Fruktig smak med inslag av fat, inslag av körsbär, inslag av kanel, inslag av örter, inslag av vanilj	Flaska
2240901	i Castei	158.67	9	8	9	Nyanserad, kryddig smak med fatkaraktär, inslag av körsbär, inslag av kanel, inslag av nougat, inslag av pomerans, inslag av salvia	Flaska
3247201	Le Volte	225.33	10	9	9	Nyanserad, fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av örter, inslag av mörka körsbär, inslag av kakao, inslag av kaffe, inslag av ceder	Flaska
2256201	Seghesio	278.67	10	8	9	Mycket fruktig smak med tydlig fatkaraktär, inslag av björnbär, inslag av blåbär, inslag av plommon, inslag av mynta, inslag av choklad, inslag av peppar, inslag av vanilj	Flaska
3222901	Fonterutoli	185.33	9	10	10	Nyanserad, kryddig smak med rostad fatkaraktär, inslag av mörka körsbär, inslag av tobak, inslag av plommon, inslag av kaffe, inslag av örter, inslag av kakao	Flaska
7748801	Langhe Nebbiolo	158.67	8	10	10	Nyanserad, kryddig smak med fatkaraktär, inslag av körsbär, inslag av kanel, inslag av hallon, inslag av bergamott, inslag av nötter	Flaska
652301	Pascual Toso	400.00	11	9	9	Smakrikt, mycket fruktigt vin med rostad fatkaraktär, inslag av björnbär, inslag av vanilj, inslag av plommon, inslag av lakrits, inslag av svarta vinbär, inslag av kaffe	Flaska
637601	Lindemans Bin 40	105.33	6	5	9	Mycket fruktig smak med inslag av mörka bär, inslag av örter, inslag av sötlakrits	Flaska
622608	Lindemans Bin 45	89.67	8	7	9	Mycket fruktig smak med inslag av fat, inslag av svarta vinbär, inslag av mynta, inslag av plommon, inslag av choklad	Box
651701	Fair & Square	69.00	5	5	8	Bärig smak med inslag av fat, inslag av skogsbär, inslag av lakrits	Papp
683101	Lindeman's	92.00	8	6	9	Mycket fruktig smak med inslag av fat, inslag av björnbär, inslag av vanilj, inslag av örter, inslag av sötlakrits, inslag av blåbär	Flaska
625101	Fox Creek	198.67	10	9	9	Mycket fruktigt, smakrikt vin med rostad fatkaraktär, inslag av björnbär, inslag av mörk choklad, inslag av plommon, inslag av kaffe, inslag av peppar, inslag av kokos	Flaska
549601	Château de Melin	193.33	6	5	10	Kryddig, nyanserad smak med fatkaraktär, inslag av kanel, inslag av körsbär, inslag av jordgubbar, inslag av nougat, inslag av pomerans	Flaska
7550101	Brancaia	182.67	7	7	10	Nyanserad, kryddig smak med fatkaraktär, inslag av skogshallon, inslag av basilika, inslag av körsbär, inslag av choklad och vanilj. Serveras 16-18°C till rätter av lamm- eller nötkött.	Flaska
281401	Ops	118.67	9	8	10	Mycket fruktig smak med fatkaraktär, inslag av svarta vinbär, inslag av peppar, inslag av örter, inslag av skogshallon, inslag av lakrits	Flaska
8728201	Calera	366.67	6	5	9	Kryddig, bärig smak med fatkaraktär, inslag av mogna jordgubbar, inslag av körsbär, inslag av örter, inslag av peppar, inslag av vanilj	Flaska
200901	Palazzo	92.00	8	6	9	Mycket fruktig smak med inslag av fat, inslag av mörka körsbär, inslag av hallon, inslag av choklad, inslag av vanilj	Flaska
1280802	JP Chenet	112.00	4	4	9	Bärig smak med inslag av skogshallon, inslag av svarta vinbär, inslag av lakrits, inslag av örter	Flaska
629708	Gosa	66.33	5	5	9	Bärig smak med inslag av fat, inslag av blåbär, inslag av örter, inslag av körsbär, inslag av lakrits	Box
215601	Senda de las Rochas	133.33	8	8	9	Nyanserad, fruktig smak med inslag av plommon, inslag av skogsbär, inslag av peppar, inslag av lakrits, inslag av körsbär, inslag av viol	Flaska
206301	Jade	158.67	9	9	9	Nyanserad, fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av lagerblad, inslag av viol, inslag av skogshallon, inslag av peppar, inslag av choklad	Flaska
218301	Rings	198.67	5	5	10	Kryddig, nyanserad smak med inslag av fat, inslag av skogshallon, inslag av mörka körsbär, inslag av choklad, inslag av mynta, inslag av lingon, inslag av kardemumma	Flaska
277001	GR-174	206.67	10	9	10	Nyanserad, fruktig smak med fatkaraktär, inslag av björnbär, inslag av mörka körsbär, inslag av lavendel, inslag av hallon, inslag av choklad, inslag av peppar	Flaska
204101	Saperavi	158.67	9	9	9	Nyanserad smak med fatkaraktär, inslag av katrinplommon, inslag av körsbär, inslag av tobak, inslag av kakao, inslag av kryddnejlika, inslag av kaffe	Flaska
3241706	Villa Puccini	106.00	8	8	9	Kryddig, nyanserad smak med fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av kaffe, inslag av vanilj, inslag av örter	Magnum
3241702	Villa Puccini	130.67	8	8	10	Kryddig, nyanserad smak med fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av kaffe, inslag av vanilj, inslag av örter	Flaska
204301	Rabisco Reserva	132.00	9	8	9	Mycket fruktig smak med rostad fatkaraktär, inslag av plommon, inslag av choklad, inslag av viol, inslag av svarta vinbär, inslag av blåbär, inslag av vanilj	Flaska
3185301	Winery Red	238.67	7	7	9	Fruktig smak med inslag av svarta vinbär, inslag av körsbär, inslag av skogshallon, inslag av kryddor	Flaska
630201	Gurra Gurra Creek	105.33	9	6	9	Mycket fruktig smak med inslag av fat, inslag av björnbär, inslag av blåbär, inslag av eukalyptus, inslag av sötlakrits, inslag av vanilj	Flaska
7209401	Petite Petit	225.33	10	8	9	Generöst fruktig smak med rostad fatkaraktär, inslag av blåbär, inslag av svarta vinbär, inslag av choklad, inslag av björnbär, inslag av mynta, inslag av kaffe	Flaska
256008	Periquita	86.33	8	8	10	Kryddig, mycket fruktig smak med fatkaraktär, inslag av mörka körsbär, inslag av plommon, inslag av kakao, inslag av mynta, inslag av kaffe, inslag av vanilj	Box
7253101	Biferno Rosso Riserva	145.33	9	9	9	Kryddig smak med fatkaraktär, inslag av körsbär, inslag av plommon, inslag av örter, inslag av kaffe, inslag av choklad	Flaska
